,Aged Care,Postcode,Nearest Hospital,Type,Hopsital Address,Distance (miles)
474,Skipton Nursing Home,3361,Beaufort & Skipton Health Service (Skipton),Public,2 Blake Street Skipton VIC 3361,0.33
380,South Port Community Residential Home,3206,Melbourne Endoscopy,Private,517 High Road Melbourne VIC 3004,1.2
380,South Port Community Residential Home,3206,The Alfred,Public,55 Commercial Road Melbourne VIC 3004,1.36
302,Springvale Private Nursing Home,3171,Springvale Endoscopy Centre and Day Hospital,Private,20 Balmoral Avenue Balmoral VIC 3171,0.18
302,Springvale Private Nursing Home,3171,"Queen Elizabeth Centre, The",Public,37-53 Thomas Street Thomas VIC 3174,2.12
285,Spurway Community,3163,Malvern Private Hospital,Private,3-9 Bryson Crescent Stonnington VIC 3145,1.86
285,Spurway Community,3163,Monash Medical Centre (Moorabbin),Public,823-865 Centre Road Centre VIC 3165,1.88
23,St Andrews Hostel,3022,Dr Scope,Private,493 Ballarat Road Brimbank VIC 3020,1.17
23,St Andrews Hostel,3022,Sunshine Hospital,Public,176-190 Furlong Road Furlong VIC 3021,1.62
93,St Basil's Homes for the Aged in Victoria,3060,Dorset Rehabilitation Centre,Private,146 Derby Street Moreland VIC 3044,1.13
93,St Basil's Homes for the Aged in Victoria,3060,Broadmeadows Health Service,Public,35-57 Johnstone Street Jacana VIC 3047,3.57
598,St Catherine's Hostel Wangaratta Inc,3677,Wangaratta Private Hospital,Private,134-150 Templeton Street Wangaratta VIC 3677,0.72
598,St Catherine's Hostel Wangaratta Inc,3677,Northeast Health Wangaratta,Public,35-47 Green Street Wangaratta VIC 3677,0.35
722,St Elmo's Nursing Home,3971,Yarram and District Health Service,Public,85-91 Commercial Road Yarram VIC 3971,0.01
722,St Elmo's Nursing Home,3971,Maryvale Private Hospital,Private,286 Maryvale Road Latrobe VIC 3840,27.47
600,St John's Nursing Hostel,3677,Wangaratta Private Hospital,Private,134-150 Templeton Street Wangaratta VIC 3677,0.5
600,St John's Nursing Hostel,3677,Northeast Health Wangaratta,Public,35-47 Green Street Wangaratta VIC 3677,0.79
641,St Jude's Aged Care Facility,3804,Casey Hospital,Public,62-70 Kangan Drive Berwick VIC 3806,4.24
641,St Jude's Aged Care Facility,3804,Casey Day Procedure and Specialist Centre,Private,30-32 Verdun Drive Casey VIC 3805,2.4
106,St Paul's Hostel for the Elderly,3071,Royal Melbourne Hospital (Royal Park Campus),Public,34-56 Poplar Road Parkville VIC 3052,2.54
106,St Paul's Hostel for the Elderly,3071,Brunswick Private Hospital,Private,82 Moreland Road Moreland VIC 3056,0.68
147,St Vincent's Care Services Eltham,3095,Diaverum Diamond Valley Dialysis Clinic,Private,15 Grimshaw Street Banyule VIC 3088,2.26
147,St Vincent's Care Services Eltham,3095,Bundoora Extended Care Centre,Public,1231 Plenty Road Bundoora VIC 3083,5.16
181,St Vincent's Care Services Hawthorn,3123,Vision Day Surgery Camberwell,Private,25-27 Mathoura Road Boroondara VIC 3123,0.1
181,St Vincent's Care Services Hawthorn,3123,O'Connell Family Centre,Public,6 Katamatite-nathalia Road Canterbury VIC 3126,1.17
37,St Vincent's Care Services Werribee,3030,Wyndham Clinic,Private,242A Hoppers Lane Wyndham VIC 3030,0.3
37,St Vincent's Care Services Werribee,3030,Mercy Public Hospitals Inc (Werribee),Public,300-310 Princes Highway Werribee VIC 3030,0.4
677,Stretton Park Hostel,3860,Central Gippsland Health Service (Maffra),Public,42-48 Kent Street Maffra VIC 3860,0.38
677,Stretton Park Hostel,3860,Heyfield Hospital Incorporated,Private,14-16 Licola Road Wellington VIC 3858,10.78
679,Strzelecki House,3871,Maryvale Private Hospital,Private,286 Maryvale Road Latrobe VIC 3840,19.29
679,Strzelecki House,3871,Gippsland Southern Health Service (Leongatha),Public,64 Koonwarra Road Leongatha VIC 3953,12.56
627,Sunlight Residential Aged Care,3757,Epping Radiation Oncology Centre,Private,230 Cooper Street Whittlesea VIC 3076,11.2
627,Sunlight Residential Aged Care,3757,The Northern Hospital,Public,185 Cooper Street Epping VIC 3076,11.17
422,Sunnyside House Inc,3260,South West Healthcare (Camperdown),Public,9 Robinson Street Camperdown VIC 3260,0.77
422,Sunnyside House Inc,3260,St John of God Warrnambool Hospital,Private,136 Botanic Road Warrnambool VIC 3280,37.68
490,Sunnyside Lutheran Retirement Village,3400,Ballarat Day Procedure Centre,Private,1117-1123 Howitt Street Ballarat VIC 3355,106.02
490,Sunnyside Lutheran Retirement Village,3400,Wimmera Base Hospital (Horsham),Public,83 Baillie Street Horsham VIC 3400,0.44
681,Sutherland Lodge,3875,Bairnsdale Regional Health Service,Public,122 Day Street Bairnsdale VIC 3875,0.12
681,Sutherland Lodge,3875,Heyfield Hospital Incorporated,Private,14-16 Licola Road Wellington VIC 3858,46.04
450,Sutton Park Aged Care,3338,Melton Health,Public,195-209 Barries Road Barries VIC 3337,2.25
450,Sutton Park Aged Care,3338,Sydenham Day Surgery,Private,566 Melton Highway Brimbank VIC 3037,10.34
566,Swan Hill District (Nyah Campus),3595,Mildura Health Private Hospital,Private,220-228 Thirteenth Street Mildura VIC 3500,96.93
566,Swan Hill District (Nyah Campus),3595,Swan Hill District Health (Swan Hill),Public,50-54 Splatt Street Splatt VIC 3585,16.2
263,Tabulam & Templer Home for the Aged,3153,The Melbourne Eastern Private Hospital,Private,153-159 Scoresby Road Knox VIC 3155,0.22
263,Tabulam & Templer Home for the Aged,3153,Wantirna Health,Public,251 Mountain Highway Wantirna VIC 3152,2.15
459,Talbot Place Aged Care Facility,3350,St John of God Ballarat Hospital,Private,101 Drummond Street Ballarat VIC 3350,0.58
459,Talbot Place Aged Care Facility,3350,Ballarat Hospital,Public,1 Drummond Street Drummond VIC 3350,0.52
400,Tannoch Brae Aged Care,3219,The Geelong Clinic,Private,94-102 Townsend Road Townsend VIC 3219,0.26
400,Tannoch Brae Aged Care,3219,University Hospital Geelong,Public,272-322 Ryrie Street Geelong VIC 3220,2.86
662,Tarago Views Aged Care,3831,,Public,,
662,Tarago Views Aged Care,3831,,Private,,
165,Templestowe Manor,3107,Manningham Day Procedure Centre,Private,503/200 High Street Manningham VIC 3107,0.65
165,Templestowe Manor,3107,Mercy Hospital for Women,Public,163 Studley Road Heidelberg VIC 3084,2.73
295,The Alexander Aged Care Centre,3168,Monash Medical Centre (Clayton),Public,246 Clayton Road Clayton VIC 3168,1.03
295,The Alexander Aged Care Centre,3168,Sir John Monash Private Hospital,Private,212-220 Clayton Road Monash VIC 3168,1.1
108,The Ashley Aged Care,3073,Reservoir Private Hospital Day Procedure Centre,Private,73-75 Pine Street Darebin VIC 3073,0.22
108,The Ashley Aged Care,3073,Bundoora Extended Care Centre,Public,1231 Plenty Road Bundoora VIC 3083,3.1
690,The Bays Aged Care,3915,Golf Links Road Rehabilitation Centre,Public,125 Market Road Frankston VIC 3199,9.03
690,The Bays Aged Care,3915,Beleura Private Hospital,Private,925 Nepean Highway Nepean VIC 3931,9.19
394,The Belmont Residential Aged Care,3216,Epworth Geelong,Private,1 Epworth Place Epworth VIC 3216,1.83
394,The Belmont Residential Aged Care,3216,University Hospital Geelong,Public,272-322 Ryrie Street Geelong VIC 3220,2.71
437,The Birches,3300,Hamilton Base Hospital,Public,20 Foster Street Hamilton VIC 3300,0.08
437,The Birches,3300,St John of God Warrnambool Hospital,Private,136 Botanic Road Warrnambool VIC 3280,50.2
175,The Heights Donvale,3111,Box Hill Hospital,Public,8 Arnold Street Arnold VIC 3128,3.53
175,The Heights Donvale,3111,Donvale Rehabilitation Hospital,Private,1119-1121 Doncaster Road Manningham VIC 3109,0.57
251,The Highbury,3150,The Glen Endoscopy Centre,Private,302 Springvale Road Monash VIC 3150,1.57
251,The Highbury,3150,"Peter James Centre, The",Public,321-345 Burwood Highway Burwood VIC 3131,0.72
446,The Lakes Hostel,3318,St John of God Warrnambool Hospital,Private,136 Botanic Road Warrnambool VIC 3280,113.31
446,The Lakes Hostel,3318,Edenhope & District Hospital,Public,124-134 Elizabeth Street Edenhope VIC 3318,0.42
426,Timboon & District Healthcare Service,3268,Timboon and District Healthcare Service,Public,21 Hospital Road Timboon VIC 3268,0.05
426,Timboon & District Healthcare Service,3268,St John of God Warrnambool Hospital,Private,136 Botanic Road Warrnambool VIC 3280,28.16
669,Traralgon Aged Care,3844,Maryvale Private Hospital,Private,286 Maryvale Road Latrobe VIC 3840,7.36
669,Traralgon Aged Care,3844,Latrobe Regional Hospital,Public,10 Village Avenue Traralgon VIC 3844,4.64
510,Trentham Nursing Home,3458,Daylesford District Hospital,Public,15 Hospital Street Daylesford VIC 3460,10.39
510,Trentham Nursing Home,3458,Ballan District Health & Care,Private,33 Cowie Street Moorabool VIC 3342,15.69
63,Trevi Court Aged Care,3040,Royal Melbourne Hospital (Royal Park Campus),Public,34-56 Poplar Road Parkville VIC 3052,3.22
63,Trevi Court Aged Care,3040,The Essendon Private Hospital,Private,35 Rosehill Road Rosehill VIC 3040,1.37
156,Trinity Manor,3103,,Private,,
156,Trinity Manor,3103,,Public,,
194,Trinity Manor Burwood,3125,Delmont Private Hospital,Private,298-308 Warrigal Road Boroondara VIC 3146,0.59
194,Trinity Manor Burwood,3125,Box Hill Hospital,Public,8 Arnold Street Arnold VIC 3128,2.7
140,Trinity Manor Greensborough,3088,Diaverum Diamond Valley Dialysis Clinic,Private,15 Grimshaw Street Banyule VIC 3088,0.84
140,Trinity Manor Greensborough,3088,Bundoora Extended Care Centre,Public,1231 Plenty Road Bundoora VIC 3083,2.89
115,Twin Parks Aged Care Centre,3073,Hyperbaric Health Wound Centre Bundoora,Private,920 Plenty Road Darebin VIC 3083,1.33
115,Twin Parks Aged Care Centre,3073,Heidelberg Repatriation Hospital,Public,300 Waterdale Road Waterdale VIC 3081,2.01
110,Twin Parks Private Hostel,3073,Hyperbaric Health Wound Centre Bundoora,Private,920 Plenty Road Darebin VIC 3083,1.33
110,Twin Parks Private Hostel,3073,Heidelberg Repatriation Hospital,Public,300 Waterdale Road Waterdale VIC 3081,2.01
201,Uniting AgeWell Box Hill Community,3128,Epworth Eastern,Private,1 Arnold Street Whitehorse VIC 3128,0.21
201,Uniting AgeWell Box Hill Community,3128,Box Hill Hospital,Public,8 Arnold Street Arnold VIC 3128,0.26
188,"Uniting AgeWell Camberwell Community, Condare Court",3124,Delmont Private Hospital,Private,298-308 Warrigal Road Boroondara VIC 3146,1.07
188,"Uniting AgeWell Camberwell Community, Condare Court",3124,Box Hill Hospital,Public,8 Arnold Street Arnold VIC 3128,2.4
187,"Uniting AgeWell Camberwell Community, Tanderra",3124,O'Connell Family Centre,Public,6 Katamatite-nathalia Road Canterbury VIC 3126,1.86
187,"Uniting AgeWell Camberwell Community, Tanderra",3124,Linley Clinic,Private,25 Bryson Street Boroondara VIC 3126,0.65
180,Uniting AgeWell Hawthorn Community,3122,Caritas Christi Hospice Ltd,Public,104 Kooyong Road Kew VIC 3101,1.59
180,Uniting AgeWell Hawthorn Community,3122,Glenferrie Private Hospital,Private,29 Hilda Crescent Boroondara VIC 3122,0.38
395,"Uniting AgeWell Kalkee Community, Murray",3216,University Hospital Geelong,Public,272-322 Ryrie Street Geelong VIC 3220,2.29
395,"Uniting AgeWell Kalkee Community, Murray",3216,St John of God Geelong Hospital,Private,80 Myers Street Myers VIC 3220,2.11
397,"Uniting AgeWell Kalkee Community, Nangatta",3216,University Hospital Geelong,Public,272-322 Ryrie Street Geelong VIC 3220,2.71
397,"Uniting AgeWell Kalkee Community, Nangatta",3216,Epworth Geelong,Private,1 Epworth Place Epworth VIC 3216,1.83
7,Uniting AgeWell Kingsville Community,3012,,Public,,
7,Uniting AgeWell Kingsville Community,3012,,Private,,
27,Uniting AgeWell Manor Lakes Community,3024,,Public,,
27,Uniting AgeWell Manor Lakes Community,3024,,Private,,
311,Uniting AgeWell Noble Park Community,3174,Noble Park Endoscopy Centre,Private,1304 Heatherton Road Heatherton VIC 3174,0.07
311,Uniting AgeWell Noble Park Community,3174,"Queen Elizabeth Centre, The",Public,37-53 Thomas Street Thomas VIC 3174,0.77
549,Uniting AgeWell Strath-Haven Community,3550,St John of God Bendigo Hospital,Private,133-145 Lily Street Lily VIC 3550,2.97
549,Uniting AgeWell Strath-Haven Community,3550,Bendigo Health (Anne Caudle),Public,100A Barnard Street Bendigo VIC 3550,2.7
207,Uniting AgeWell Strathdon Community,3131,Forest Hill Dialysis Clinic,Private,69 Mahoneys Road Whitehorse VIC 3131,0.66
207,Uniting AgeWell Strathdon Community,3131,"Peter James Centre, The",Public,321-345 Burwood Highway Burwood VIC 3131,0.85
647,VMCH Berwick,3806,Casey Hospital,Public,62-70 Kangan Drive Berwick VIC 3806,1.64
647,VMCH Berwick,3806,The Victorian Cosmetic Institute,Private,1/18-24A Clyde Road Casey VIC 3806,0.82
132,VMCH Bundoora,3083,Bundoora Extended Care Centre,Public,1231 Plenty Road Bundoora VIC 3083,0.78
132,VMCH Bundoora,3083,Victorian Gut Centre,Private,119 Plenty Road Whittlesea VIC 3083,0.11
294,VMCH Corpus Christi,3168,Monash Medical Centre (Clayton),Public,246 Clayton Road Clayton VIC 3168,0.54
294,VMCH Corpus Christi,3168,Sir John Monash Private Hospital,Private,212-220 Clayton Road Monash VIC 3168,0.39
300,VMCH John R Hannah,3170,Springvale Endoscopy Centre and Day Hospital,Private,20 Balmoral Avenue Balmoral VIC 3171,1.47
300,VMCH John R Hannah,3170,Monash Medical Centre (Clayton),Public,246 Clayton Road Clayton VIC 3168,2.09
155,VMCH Justin Villa,3103,Epworth Eastern,Private,1 Arnold Street Whitehorse VIC 3128,1.44
155,VMCH Justin Villa,3103,Box Hill Hospital,Public,8 Arnold Street Arnold VIC 3128,1.36
452,VMCH Providence,3340,Djerriwarrh Health Services (Bacchus Marsh),Public,29-35 Grant Street Grant VIC 3340,0.63
452,VMCH Providence,3340,Ballan District Health & Care,Private,33 Cowie Street Moorabool VIC 3342,12.75
650,VMCH Shanagolden,3810,Casey Hospital,Public,62-70 Kangan Drive Berwick VIC 3806,7.51
650,VMCH Shanagolden,3810,Casey Radiation Oncology Centre,Private,2/55 Kangan Drive Casey VIC 3806,7.59
18,VMCH St Bernadette's,3020,Sunshine Private Day Surgery,Private,145 Furlong Road Brimbank VIC 3021,0.55
18,VMCH St Bernadette's,3020,Sunshine Hospital,Public,176-190 Furlong Road Furlong VIC 3021,0.56
154,VMCH St Catherine's,3103,Box Hill Hospital,Public,8 Arnold Street Arnold VIC 3128,1.4
154,VMCH St Catherine's,3103,Epworth Eastern,Private,1 Arnold Street Whitehorse VIC 3128,1.48
412,VMCH Star Of The Sea,3228,Epworth Geelong,Private,1 Epworth Place Epworth VIC 3216,8.78
412,VMCH Star Of The Sea,3228,University Hospital Geelong,Public,272-322 Ryrie Street Geelong VIC 3220,11.66
257,VMCH Wantirna,3152,Knox Private Hospital,Private,262 Mountain Highway Knox VIC 3152,1.57
257,VMCH Wantirna,3152,Wantirna Health,Public,251 Mountain Highway Wantirna VIC 3152,1.63
273,VMCH Willowbrooke,3156,Angliss Hospital,Public,39 Albert Street Albert VIC 3156,0.65
273,VMCH Willowbrooke,3156,The Melbourne Eastern Private Hospital,Private,153-159 Scoresby Road Knox VIC 3155,3.41
445,Valley View Nursing Home,3315,Western District Health Service (Coleraine),Public,71 Mcleod Street Coleraine VIC 3315,0.05
445,Valley View Nursing Home,3315,St John of God Warrnambool Hospital,Private,136 Botanic Road Warrnambool VIC 3280,68.35
333,"Vasey RSL Care, Brighton",3186,Calvary Health Care Bethlehem,Public,476-482 Kooyong Road Kooyong VIC 3162,0.92
333,"Vasey RSL Care, Brighton",3186,Mandometer Brighton,Private,412-414 Bay Street Bayside VIC 3186,0.77
338,"Vasey RSL Care, Brighton East",3187,,Private,,
338,"Vasey RSL Care, Brighton East",3187,,Public,,
131,"Vasey RSL Care, Bundoora",3083,Victorian Gut Centre,Private,119 Plenty Road Whittlesea VIC 3083,0.8
131,"Vasey RSL Care, Bundoora",3083,Bundoora Extended Care Centre,Public,1231 Plenty Road Bundoora VIC 3083,0.09
365,"Vasey RSL Care, Frankston South",3199,Frankston Hospital,Public,2 Hastings Road Frankston VIC 3199,0.64
365,"Vasey RSL Care, Frankston South",3199,Frankston Radiation Oncology Centre,Private,26 Frankston-flinders Road Frankston VIC 3199,0.61
125,"Vasey RSL Care, Ivanhoe",3079,Warringal Private Hospital,Private,216 Burgundy Street Banyule VIC 3084,0.57
125,"Vasey RSL Care, Ivanhoe",3079,Heidelberg Repatriation Hospital,Public,300 Waterdale Road Waterdale VIC 3081,0.16
209,Vermont Aged Care,3133,"Peter James Centre, The",Public,321-345 Burwood Highway Burwood VIC 3131,1.68
209,Vermont Aged Care,3133,Forest Hill Dialysis Clinic,Private,69 Mahoneys Road Whitehorse VIC 3131,1.15
330,Victoria By The Park,3185,Cabrini Health Elsternwick Rehabilitation,Private,494-498 High Road High VIC 3185,0.12
330,Victoria By The Park,3185,Caulfield General Medical Centre,Public,260 Kooyong Road Caulfield VIC 3162,0.49
44,Victorian Elderly Chinese Hostel,3032,Orygen Inpatient Unit,Public,10 Mavis Street Footscray VIC 3011,1.6
44,Victorian Elderly Chinese Hostel,3032,Northwest Day Hospital,Private,221 Maribyrnong Road Maribyrnong VIC 3032,0.31
637,Viewhills Manor,3802,Dandenong Eye Clinic & Day Surgery Centre,Private,1-3 Falkiner Crescent Falkiner VIC 3175,0.82
637,Viewhills Manor,3802,Dandenong Hospital,Public,135 David Street Dandenong VIC 3175,1.12
71,Villa Del Sole,3046,Broadmeadows Health Service,Public,35-57 Johnstone Street Jacana VIC 3047,1.8
71,Villa Del Sole,3046,Dorset Rehabilitation Centre,Private,146 Derby Street Moreland VIC 3044,2.25
712,Village Glen Aged Care Residences - Capel Sound,3940,Rosebud SurgiCentre,Private,1537 Pine Road Pine VIC 3940,0.6
712,Village Glen Aged Care Residences - Capel Sound,3940,Rosebud Hospital,Public,1527 Pascoe Road Pascoe VIC 3940,0.61
698,Village Glen Aged Care Residences - Mornington,3931,The Mornington Centre,Public,24 Separation Street Mornington VIC 3931,0.71
698,Village Glen Aged Care Residences - Mornington,3931,The Bays Hospital - Mornington,Private,4 Vale Street Vale VIC 3931,0.22
383,Vonlea Manor,3214,McKellar Centre (Geelong),Public,45-99 Ballarat Road Ballarat VIC 3215,1.76
383,Vonlea Manor,3214,Specialist Surgicentre Geelong,Private,200 Malop Street Malop VIC 3220,3.89
444,Wannon Court Hostel,3315,St John of God Warrnambool Hospital,Private,136 Botanic Road Warrnambool VIC 3280,68.4
444,Wannon Court Hostel,3315,Western District Health Service (Coleraine),Public,71 Mcleod Street Coleraine VIC 3315,0.11
569,Waranga Aged Care Hostel,3612,Waranga Memorial Hospital,Public,14 Coyle Street Rushworth VIC 3612,0.45
569,Waranga Aged Care Hostel,3612,Nagambie HealthCare,Private,22 Church Street Strathbogie VIC 3608,15.22
568,Waranga Nursing Home,3612,Nagambie HealthCare,Private,22 Church Street Strathbogie VIC 3608,15.48
568,Waranga Nursing Home,3612,Waranga Memorial Hospital,Public,14 Coyle Street Rushworth VIC 3612,0.02
399,Warralily Gardens,3217,Epworth Geelong,Private,1 Epworth Place Epworth VIC 3216,2.99
399,Warralily Gardens,3217,University Hospital Geelong,Public,272-322 Ryrie Street Geelong VIC 3220,5.67
572,Warramunda Village,3620,Kyabram and District Health Services,Public,86-96 Fenaughty Street Kyabram VIC 3620,0.09
572,Warramunda Village,3620,Shepparton Private Hospital,Private,20 Fitzgerald Street Fitzgerald VIC 3630,20.72
287,Warrawee Community,3165,Monash Medical Centre (Moorabbin),Public,823-865 Centre Road Centre VIC 3165,0.59
287,Warrawee Community,3165,Holmesglen Private Hospital,Private,488-490 South Road Kingston VIC 3189,1.45
505,Warrina Aged Care,3438,Sunbury Day Hospital,Public,7 Macedon Street Sunbury VIC 3429,10.63
505,Warrina Aged Care,3438,Goonawarra Day Hospital,Private,11 Dornoch Drive Hume VIC 3429,11.43
617,Warrina Hostel,3730,Wangaratta Private Hospital,Private,134-150 Templeton Street Wangaratta VIC 3677,29.13
617,Warrina Hostel,3730,Yarrawonga Health,Public,33 Piper Street Yarrawonga VIC 3730,0.39
55,Water Gardens,3037,Sydenham Day Surgery,Private,566 Melton Highway Brimbank VIC 3037,0.77
55,Water Gardens,3037,Sunshine Hospital,Public,176-190 Furlong Road Furlong VIC 3021,4.91
516,Wattle Rise,3465,Maryborough District Health Service (Maryborough),Public,75 Clarendon Street Maryborough VIC 3465,0.29
516,Wattle Rise,3465,Bendigo Day Surgery,Private,1-7 Chum Street Chum VIC 3555,34.73
244,Waverley Valley Aged Care,3150,"Peter James Centre, The",Public,321-345 Burwood Highway Burwood VIC 3131,1.23
244,Waverley Valley Aged Care,3150,Waverley Endoscopy,Private,301 Blackburn Road Monash VIC 3149,0.99
246,Weary Dunlop Retirement Village,3150,Monash Medical Centre (Clayton),Public,246 Clayton Road Clayton VIC 3168,3.66
246,Weary Dunlop Retirement Village,3150,The Victorian Rehabilitation Centre,Private,499 Springvale Road Monash VIC 3150,1.73
11,Westgate Aged Care Facility,3015,Vision Day Surgery Footscray,Private,89 Paisley Street Maribyrnong VIC 3011,2.94
11,Westgate Aged Care Facility,3015,Williamstown Hospital,Public,76A Railway Crescent Williamstown VIC 3016,1.69
605,Westmont Homestead,3691,Murray Valley Private Hospital,Private,2/69 Nordsvan Drive Wodonga VIC 3690,5.32
605,Westmont Homestead,3691,Albury Wodonga Health (Wodonga),Public,53-81 Vermont Street Wodonga VIC 3690,5.48
22,Westside Lodge Nursing Home,3021,Sunshine Hospital,Public,176-190 Furlong Road Furlong VIC 3021,0.17
22,Westside Lodge Nursing Home,3021,Fresenius Medical Care Sunshine Dialysis Clinic,Private,147-149 Furlong Road Brimbank VIC 3021,0.25
558,Wharparilla Lodge,3564,,Public,,
558,Wharparilla Lodge,3564,,Private,,
626,Whittlesea Lodge,3757,Epping Radiation Oncology Centre,Private,230 Cooper Street Whittlesea VIC 3076,11.35
626,Whittlesea Lodge,3757,The Northern Hospital,Public,185 Cooper Street Epping VIC 3076,11.34
449,Willowbrae - Melton,3337,Melton Health,Public,195-209 Barries Road Barries VIC 3337,2.21
449,Willowbrae - Melton,3337,Sydenham Day Surgery,Private,566 Melton Highway Brimbank VIC 3037,8.93
672,Wilson Lodge,3850,Heyfield Hospital Incorporated,Private,14-16 Licola Road Wellington VIC 3858,18.61
672,Wilson Lodge,3850,Central Gippsland Health Service (Sale),Public,155 Guthridge Parade Sale VIC 3850,0.06
489,Wimmera Nursing Home,3400,Wimmera Base Hospital (Horsham),Public,83 Baillie Street Horsham VIC 3400,0.55
489,Wimmera Nursing Home,3400,Ballarat Day Procedure Centre,Private,1117-1123 Howitt Street Ballarat VIC 3355,106.75
318,Wintringham Eunice Seddon Home,3175,Dandenong Hospital,Public,135 David Street Dandenong VIC 3175,0.88
318,Wintringham Eunice Seddon Home,3175,The Digestive Health Centre,Private,90 David Street David VIC 3175,0.77
90,Wintringham Gilgunya Village,3058,Royal Melbourne Hospital (Royal Park Campus),Public,34-56 Poplar Road Parkville VIC 3052,2.47
90,Wintringham Gilgunya Village,3058,Coburg Endoscopy Centre,Private,15 Munro Street Moreland VIC 3058,0.04
381,Wintringham Hostel - Port Melbourne,3207,Specialist Surgicentre Docklands,Private,22 Rakaia Way Melbourne VIC 3008,1.61
381,Wintringham Hostel - Port Melbourne,3207,The Alfred,Public,55 Commercial Road Melbourne VIC 3004,2.66
43,Wintringham McLean Lodge Hostel,3031,"Royal Children's Hospital, The",Public,50 Flemington Road Parkville VIC 3052,1.69
43,Wintringham McLean Lodge Hostel,3031,Diaverum North Melbourne Dialysis Clinic,Private,185 Boundary Road Melbourne VIC 3051,1.13
52,Wintringham Ron Conn Nursing Home,3034,Orygen Inpatient Unit,Public,10 Mavis Street Footscray VIC 3011,2.35
52,Wintringham Ron Conn Nursing Home,3034,The Essendon Private Hospital,Private,35 Rosehill Road Rosehill VIC 3040,1.74
13,Wintringham Williamstown Hostel,3016,Williamstown Hospital,Public,76A Railway Crescent Williamstown VIC 3016,0.95
13,Wintringham Williamstown Hostel,3016,Altona Endoscopy Centre,Private,3-5 Sargood Street Sargood VIC 3018,2.95
616,Woods Point Aged Care,3730,Wangaratta Private Hospital,Private,134-150 Templeton Street Wangaratta VIC 3677,29.0
616,Woods Point Aged Care,3730,Yarrawonga Health,Public,33 Piper Street Yarrawonga VIC 3730,0.38
718,Woorayl Lodge Inc,3953,Gippsland Southern Health Service (Leongatha),Public,64 Koonwarra Road Leongatha VIC 3953,0.73
718,Woorayl Lodge Inc,3953,Neerim District Health Service,Private,29-39 Church Road Church VIC 3831,31.44
621,Yackandandah Health,3749,Beechworth Health Service,Public,52 Sydney Road Beechworth VIC 3747,9.02
621,Yackandandah Health,3749,Murray Valley Private Hospital,Private,2/69 Nordsvan Drive Wodonga VIC 3690,11.98
10,Yarra West Aged Care,3013,Tweddle Child and Family Health Service,Public,49-71 Adelaide Street Footscray VIC 3011,1.7
10,Yarra West Aged Care,3013,Vision Day Surgery Footscray,Private,89 Paisley Street Maribyrnong VIC 3011,1.46
309,Yarraman Nursing Home,3174,Noble Park Endoscopy Centre,Private,1304 Heatherton Road Heatherton VIC 3174,0.83
309,Yarraman Nursing Home,3174,"Queen Elizabeth Centre, The",Public,37-53 Thomas Street Thomas VIC 3174,0.39
487,Yarriambiack Lodge Hostel,3393,Rural Northwest Health (Warracknabeal),Public,18 Dimboola Road Warracknabeal VIC 3393,0.03
487,Yarriambiack Lodge Hostel,3393,Bendigo Day Surgery,Private,1-7 Chum Street Chum VIC 3555,110.34
691,mecwacare Annie's Court,3916,Rosebud Hospital,Public,1527 Pascoe Road Pascoe VIC 3940,9.67
691,mecwacare Annie's Court,3916,Rosebud SurgiCentre,Private,1537 Pine Road Pine VIC 3940,9.72
708,mecwacare Calwell Manor,3936,Rosebud Hospital,Public,1527 Pascoe Road Pascoe VIC 3940,5.9
708,mecwacare Calwell Manor,3936,Rosebud SurgiCentre,Private,1537 Pine Road Pine VIC 3940,5.95
386,mecwacare Elstoft House,3215,St John of God Geelong Hospital,Private,80 Myers Street Myers VIC 3220,2.87
386,mecwacare Elstoft House,3215,McKellar Centre (Geelong),Public,45-99 Ballarat Road Ballarat VIC 3215,0.67
33,mecwacare John Atchison Centre,3029,Mercy Public Hospitals Inc (Werribee),Public,300-310 Princes Highway Werribee VIC 3030,2.63
33,mecwacare John Atchison Centre,3029,Westpoint Endoscopy Day Hospital,Private,243 Heaths Road Wyndham VIC 3030,2.04
278,mecwacare Jubilee House,3161,Melbourne Day Surgery Centre,Private,961 High Road High VIC 3162,0.69
278,mecwacare Jubilee House,3161,Caulfield General Medical Centre,Public,260 Kooyong Road Caulfield VIC 3162,0.65
232,mecwacare Malvern Centre,3144,Caulfield General Medical Centre,Public,260 Kooyong Road Caulfield VIC 3162,2.42
232,mecwacare Malvern Centre,3144,Malvern Dialysis Clinic,Private,1133 Malvern Road Stonnington VIC 3144,0.58
238,mecwacare Noel Miller Centre,3146,Caulfield General Medical Centre,Public,260 Kooyong Road Caulfield VIC 3162,2.42
238,mecwacare Noel Miller Centre,3146,Stonnington Day Surgery,Private,253 Wattletree Road Stonnington VIC 3144,0.63
667,mecwacare O'Mara House,3844,Maryvale Private Hospital,Private,286 Maryvale Road Latrobe VIC 3840,7.09
667,mecwacare O'Mara House,3844,Latrobe Regional Hospital,Public,10 Village Avenue Traralgon VIC 3844,4.26
700,mecwacare Park Hill,3931,The Mornington Centre,Public,24 Separation Street Mornington VIC 3931,1.16
700,mecwacare Park Hill,3931,Beleura Private Hospital,Private,925 Nepean Highway Nepean VIC 3931,1.04
179,mecwacare Rositano House,3121,The Melbourne Clinic,Private,130 Church Street Yarra VIC 3121,0.37
