,School,Nearest Hospital,Hopsital Address,Distance (miles)
761,Bonbeach Primary School,Chelsea Heights Day Surgery & Endoscopy,93 Wells Road Kingston VIC 3196,2.31
762,Heatherhill Primary School,Windsor Avenue Day Surgery,17 Windsor Avenue Windsor VIC 3171,0.91
763,Beaumaris North Primary School,Chesterville Day Hospital,28 Chesterville Road Kingston VIC 3192,1.46
764,Hamlyn Banks Primary School,St John of God Geelong Hospital,80 Myers Street Myers VIC 3220,2.86
765,Yarraman Oaks Primary School,Noble Park Endoscopy Centre,1304 Heatherton Road Heatherton VIC 3174,0.24
766,Mount Pleasant Road Nunawading Primary School,Forest Hill Dialysis Clinic,69 Mahoneys Road Whitehorse VIC 3131,0.92
767,Glenroy West Primary School,Dorset Rehabilitation Centre,146 Derby Street Moreland VIC 3044,2.49
768,Dandenong South Primary School,The Digestive Health Centre,90 David Street David VIC 3175,1.48
769,St Albans North Primary School,St Albans Endoscopy Centre,328-330 Station Road Brimbank VIC 3021,1.5
770,Avondale Primary School,Dr Scope,493 Ballarat Road Brimbank VIC 3020,1.78
771,Beverley Hills Primary School,Donvale Rehabilitation Hospital,1119-1121 Doncaster Road Manningham VIC 3109,0.77
772,Wodonga West Primary School,Murray Valley Private Hospital,2/69 Nordsvan Drive Wodonga VIC 3690,1.12
773,Frankston Heights Primary School,St John of God Frankston Rehabilitation Hospital,251-265 Cranbourne Road Frankston VIC 3199,0.79
774,Kerrimuir Primary School,Epworth Eastern,1 Arnold Street Whitehorse VIC 3128,1.14
775,Heathmont East Primary School,Bayswater Day Procedure and Specialist Centre,664 Mountain Highway Knox VIC 3153,0.85
776,Strathmore North Primary School,Dorset Rehabilitation Centre,146 Derby Street Moreland VIC 3044,1.72
777,Oakleigh South Primary School,Melbourne Endoscopy Monash Day Procedure Centre,277-279 Clayton Road Monash VIC 3168,1.41
778,Thomastown East Primary School,Northpark Private Hospital,10 Greenhills Road Whittlesea VIC 3083,2.16
779,Mount Waverley Heights Primary School,Skin Cancer Day Surgery,19 Cleveland Road Monash VIC 3147,1.49
780,East Bentleigh Primary School,Holmesglen Private Hospital,488-490 South Road Kingston VIC 3189,1.06
781,Watsonia Primary School,Diaverum Diamond Valley Dialysis Clinic,15 Grimshaw Street Banyule VIC 3088,1.14
782,Parktone Primary School,Como Private Hospital,152-156 Como Parade Kingston VIC 3195,0.88
783,Antonio Park Primary School,Mitcham Private Hospital,36 Plenty Road Whitehorse VIC 3132,0.73
784,Kingsbury Primary School,Hyperbaric Health Wound Centre Bundoora,920 Plenty Road Darebin VIC 3083,0.4
785,Katandra School,Melbourne Day Surgery Centre,961 High Road High VIC 3162,1.13
786,Ardeer Primary School,Fresenius Medical Care Sunshine Dialysis Clinic,147-149 Furlong Road Brimbank VIC 3021,1.62
787,Westall Primary School,Springvale Endoscopy Centre and Day Hospital,20 Balmoral Avenue Balmoral VIC 3171,0.91
788,Tullamarine Primary School,Keilor Private,12A Kennedy Street Brimbank VIC 3036,2.78
789,Guthridge Primary School,Heyfield Hospital Incorporated,14-16 Licola Road Wellington VIC 3858,18.31
790,Park Orchards Primary School,Mitcham Private Hospital,25-27 Thirteenth Road Whitehorse VIC 3132,2.44
791,Albion North Primary School,Sunshine Private Day Surgery,145 Furlong Road Brimbank VIC 3021,0.38
792,Blackburn Lake Primary School,Forest Hill Dialysis Clinic,69 Mahoneys Road Whitehorse VIC 3131,0.6
793,Laburnum Primary School,Bellbird Private Hospital,198 Canterbury Road Whitehorse VIC 3130,0.96
794,Rollins Primary School,St John of God Geelong Hospital,80 Myers Street Myers VIC 3220,3.85
795,Heatherwood School,Donvale Rehabilitation Hospital,1119-1121 Doncaster Road Manningham VIC 3109,0.8
796,Bellaire Primary School,Epworth Geelong,1 Epworth Place Epworth VIC 3216,1.29
797,Pinewood Primary School,Waverley Private Hospital,343-357 Blackburn Road Monash VIC 3149,0.42
798,Broadmeadows Primary School,Dorset Rehabilitation Centre,146 Derby Street Moreland VIC 3044,3.14
799,Moomba Park Primary School,Dorset Rehabilitation Centre,146 Derby Street Moreland VIC 3044,2.18
800,Keilor Heights Primary School,The Essendon Private Hospital,35 Rosehill Road Rosehill VIC 3040,1.28
801,Ainslie Parklands Primary School,Ringwood Private Hospital,36 Mcclelland Road Maroondah VIC 3135,1.65
802,Parkmore Primary School,Forest Hill Dialysis Clinic,69 Mahoneys Road Whitehorse VIC 3131,0.79
803,Lara Primary School,Specialist Surgicentre Geelong,200 Malop Street Malop VIC 3220,9.5
804,Mullum Primary School,Ringwood Radiation Oncology Centre,36 Frankston-flinders Road Maroondah VIC 3135,0.96
805,Cranbourne Park Primary School,The Hampton Park Women's Health Care Centre,4 Warana Drive Casey VIC 3976,5.03
806,Viewbank Primary School,Heidelberg Endoscopy and Day Surgery Centre,177-179 Northern Road Banyule VIC 3081,1.66
807,Greenhills Primary School,Diaverum Diamond Valley Dialysis Clinic,15 Grimshaw Street Banyule VIC 3088,1.09
808,Upwey South Primary School,The Melbourne Eastern Private Hospital,153-159 Scoresby Road Knox VIC 3155,5.1
809,Simpson Primary School,St John of God Warrnambool Hospital,136 Botanic Road Warrnambool VIC 3280,40.49
810,Invergordon Primary School,Shepparton Private Hospital,20 Fitzgerald Street Fitzgerald VIC 3630,18.49
811,Eltham East Primary School,Diaverum Diamond Valley Dialysis Clinic,15 Grimshaw Street Banyule VIC 3088,2.62
812,Belvedere Park Primary School,"Southern Eye Centre, Day Surgery & Laser Clinic",42-44 Cranbourne Road Frankston VIC 3199,2.62
813,Essex Heights Primary School,Skin Cancer Day Surgery,19 Cleveland Road Monash VIC 3147,0.67
814,Mountain Gate Primary School,The Melbourne Eastern Private Hospital,153-159 Scoresby Road Knox VIC 3155,2.08
815,Fairhills Primary School,The Melbourne Eastern Private Hospital,153-159 Scoresby Road Knox VIC 3155,0.99
816,Boronia West Primary School,The Melbourne Eastern Private Hospital,153-159 Scoresby Road Knox VIC 3155,0.6
817,Southmoor Primary School,Holmesglen Private Hospital,488-490 South Road Kingston VIC 3189,0.55
818,Ringwood Heights Primary School,Eastside Endoscopy Centre,33 Wantirna Road Maroondah VIC 3134,1.21
819,Glenroy Specialist School,Dorset Rehabilitation Centre,146 Derby Street Moreland VIC 3044,2.21
820,Ruskin Park Primary School,Marie Stopes International Maroondah,415 Dorset Road Maroondah VIC 3136,0.8
821,Emerson School,St John of God Pinelodge Clinic,1480-1486 Heatherton Road Heatherton VIC 3175,0.28
822,Fyans Park Primary School,St John of God Geelong Hospital,80 Myers Street Myers VIC 3220,1.69
823,Karingal Primary School,Bayside Day Procedure and Specialist Centre,141 Cranbourne Road Frankston VIC 3199,0.86
824,Mount View Primary School,The Glen Endoscopy Centre,302 Springvale Road Monash VIC 3150,0.75
825,Syndal South Primary School,Waverley Endoscopy,301 Blackburn Road Monash VIC 3149,0.2
826,Montmorency South Primary School,Diaverum Diamond Valley Dialysis Clinic,15 Grimshaw Street Banyule VIC 3088,1.82
827,Berendale School,Bayside Endoscopy Day Hospital,437-441 South Road South VIC 3204,0.49
828,Altona North Primary School,Altona Endoscopy Centre,3-5 Sargood Street Sargood VIC 3018,2.52
829,Burwood Heights Primary School,Forest Hill Dialysis Clinic,69 Mahoneys Road Whitehorse VIC 3131,0.74
830,Stawell West Primary School,Ballarat Day Procedure Centre,1117-1123 Howitt Street Ballarat VIC 3355,66.99
831,Watsonia Heights Primary School,Diaverum Diamond Valley Dialysis Clinic,15 Grimshaw Street Banyule VIC 3088,0.78
832,Forest Street Primary School,Ballarat Day Procedure Centre,1117-1123 Howitt Street Ballarat VIC 3355,1.21
833,Pembroke Primary School,Marie Stopes International Maroondah,415 Dorset Road Maroondah VIC 3136,2.27
834,Mahogany Rise Primary School,Bayside Day Procedure and Specialist Centre,141 Cranbourne Road Frankston VIC 3199,1.73
835,Wilmot Road Primary School Shepparton,Shepparton Private Hospital,20 Fitzgerald Street Fitzgerald VIC 3630,2.72
836,Bundoora Primary School,Victorian Gut Centre,119 Plenty Road Whittlesea VIC 3083,1.02
837,University Park Primary School,Fresenius Medical Care Sunshine Dialysis Clinic,147-149 Furlong Road Brimbank VIC 3021,0.83
838,St Albans Heights Primary School,Fresenius Medical Care Sunshine Dialysis Clinic,147-149 Furlong Road Brimbank VIC 3021,0.91
839,Kerang South Primary School,Bendigo Day Surgery,1-7 Chum Street Chum VIC 3555,72.81
840,Hume Valley School,Dorset Rehabilitation Centre,146 Derby Street Moreland VIC 3044,3.68
841,Mentone Park Primary School,Como Private Hospital,152-156 Como Parade Kingston VIC 3195,0.91
842,Donvale Primary School,Donvale Rehabilitation Hospital,1119-1121 Doncaster Road Manningham VIC 3109,0.73
843,Bell Park North Primary School,St John of God Geelong Hospital,80 Myers Street Myers VIC 3220,3.35
844,Boronia Heights Primary School,The Melbourne Eastern Private Hospital,153-159 Scoresby Road Knox VIC 3155,1.72
845,Glenallen School,The Glen Endoscopy Centre,302 Springvale Road Monash VIC 3150,0.32
846,Churchill Primary School,Maryvale Private Hospital,286 Maryvale Road Latrobe VIC 3840,6.62
847,Montpellier Primary School,Epworth Geelong,1 Epworth Place Epworth VIC 3216,2.02
848,Bayswater South Primary School,The Melbourne Eastern Private Hospital,153-159 Scoresby Road Knox VIC 3155,0.38
849,Seaford North Primary School,"Southern Eye Centre, Day Surgery & Laser Clinic",42-44 Cranbourne Road Frankston VIC 3199,3.85
850,Morwell Park Primary School,Maryvale Private Hospital,286 Maryvale Road Latrobe VIC 3840,0.94
851,Lalor East Primary School,Northpark Private Hospital,10 Greenhills Road Whittlesea VIC 3083,1.77
852,Jackson School,Fresenius Medical Care Sunshine Dialysis Clinic,147-149 Furlong Road Brimbank VIC 3021,0.36
853,Carlton Primary School,Skin & Cancer Foundation Incorporated,80 Drummond Street Melbourne VIC 3053,0.65
854,Oberon South Primary School,Epworth Geelong,1 Epworth Place Epworth VIC 3216,1.93
855,Templestowe Valley Primary School,Manningham Day Procedure Centre,503/200 High Street Manningham VIC 3107,0.92
856,Highvale Primary School,The Glen Endoscopy Centre,302 Springvale Road Monash VIC 3150,1.31
857,Watsonia North Primary School,Victorian Gut Centre,119 Plenty Road Whittlesea VIC 3083,1.15
858,Wooranna Park Primary School,St John of God Pinelodge Clinic,1480-1486 Heatherton Road Heatherton VIC 3175,0.69
859,Knox Park Primary School,The Melbourne Eastern Private Hospital,153-159 Scoresby Road Knox VIC 3155,2.15
860,Birralee Primary School,Manningham Day Procedure Centre,503/200 High Street Manningham VIC 3107,1.41
861,Ararat North Primary School,Ballarat Day Procedure Centre,1117-1123 Howitt Street Ballarat VIC 3355,52.4
862,Derinya Primary School,Frankston Radiation Oncology Centre,26 Frankston-flinders Road Frankston VIC 3199,1.53
863,Thomastown West Primary School,Epping Radiation Oncology Centre,230 Cooper Street Whittlesea VIC 3076,2.03
864,Rowville Primary School,The Valley Private Hospital,535-559 Police Road Monash VIC 3170,1.71
865,Mossfiel Primary School,Westpoint Endoscopy Day Hospital,243 Heaths Road Wyndham VIC 3030,0.95
866,Templestowe Heights Primary School,Manningham Day Procedure Centre,503/200 High Street Manningham VIC 3107,0.47
867,Ballam Park Primary School,St John of God Frankston Rehabilitation Hospital,251-265 Cranbourne Road Frankston VIC 3199,0.39
868,Sunbury West Primary School,Goonawarra Day Hospital,11 Dornoch Drive Hume VIC 3429,2.04
869,Gladstone Park Primary School,Keilor Private,12A Kennedy Street Brimbank VIC 3036,3.66
870,Manchester Primary School,Marie Stopes International Maroondah,415 Dorset Road Maroondah VIC 3136,2.75
871,Glendal Primary School,Waverley Endoscopy,301 Blackburn Road Monash VIC 3149,1.14
872,Bimbadeen Heights Primary School,Marie Stopes International Maroondah,415 Dorset Road Maroondah VIC 3136,3.01
873,Wattle View Primary School,The Melbourne Eastern Private Hospital,153-159 Scoresby Road Knox VIC 3155,1.5
874,Sherbourne Primary School,Diaverum Diamond Valley Dialysis Clinic,15 Grimshaw Street Banyule VIC 3088,1.26
875,Donburn Primary School,Donvale Rehabilitation Hospital,1119-1121 Doncaster Road Manningham VIC 3109,0.37
876,Guthrie Street Primary School Shepparton,Shepparton Private Hospital,20 Fitzgerald Street Fitzgerald VIC 3630,2.92
877,Araluen Primary School,Heyfield Hospital Incorporated,14-16 Licola Road Wellington VIC 3858,18.96
878,Vermont South Special School,Vermont Private Hospital,645-647 Burwood Hwy Whitehorse VIC 3133,1.16
879,Concord School,Victorian Gut Centre,119 Plenty Road Whittlesea VIC 3083,0.97
880,Deer Park West Primary School,St Albans Endoscopy Centre,328-330 Station Road Brimbank VIC 3021,2.1
881,Campbellfield Heights Primary School,Epping Radiation Oncology Centre,230 Cooper Street Whittlesea VIC 3076,2.91
882,Lalor North Primary School,Epping Radiation Oncology Centre,230 Cooper Street Whittlesea VIC 3076,1.44
883,Melton West Primary School,Sydenham Day Surgery,566 Melton Highway Brimbank VIC 3037,10.53
884,Diamond Creek East Primary School,Diaverum Diamond Valley Dialysis Clinic,15 Grimshaw Street Banyule VIC 3088,3.84
885,Brandon Park Primary School,The Victorian Rehabilitation Centre,499 Springvale Road Monash VIC 3150,1.26
886,Bayswater West Primary School,Bayswater Day Procedure and Specialist Centre,664 Mountain Highway Knox VIC 3153,0.73
887,Mornington Park Primary School,Beleura Private Hospital,925 Nepean Highway Nepean VIC 3931,0.5
888,Wodonga South Primary School,Murray Valley Private Hospital,2/69 Nordsvan Drive Wodonga VIC 3690,1.0
889,Aldercourt Primary School,Bayside Day Procedure and Specialist Centre,141 Cranbourne Road Frankston VIC 3199,2.39
890,Richmond West Primary School,The Melbourne Clinic,130 Church Street Yarra VIC 3121,0.23
891,Marlborough Primary School,Knox Private Hospital,262 Mountain Highway Knox VIC 3152,0.91
892,Stevensville Primary School,St Albans Endoscopy Centre,328-330 Station Road Brimbank VIC 3021,0.55
893,Birmingham Primary School,Marie Stopes International Maroondah,415 Dorset Road Maroondah VIC 3136,4.81
894,Woodville Primary School,Werribee Endoscopy Centre,179 Princes Highway Wyndham VIC 3030,0.53
895,Glengala Primary School,Dr Scope,493 Ballarat Road Brimbank VIC 3020,1.78
896,Karingal Heights Primary School,St John of God Frankston Rehabilitation Hospital,251-265 Cranbourne Road Frankston VIC 3199,0.98
897,Wallarano Primary School,Noble Park Endoscopy Centre,1304 Heatherton Road Heatherton VIC 3174,1.34
898,Victoria Road Primary School,Marie Stopes International Maroondah,415 Dorset Road Maroondah VIC 3136,4.53
899,Mooroolbark East Primary School,Marie Stopes International Maroondah,415 Dorset Road Maroondah VIC 3136,2.99
900,Ardeer South Primary School,Dr Scope,493 Ballarat Road Brimbank VIC 3020,1.98
901,Gladesville Primary School,Marie Stopes International Maroondah,415 Dorset Road Maroondah VIC 3136,1.87
902,Falls Creek Primary School,Murray Valley Private Hospital,2/69 Nordsvan Drive Wodonga VIC 3690,54.85
903,Debney Meadows Primary School,Diaverum North Melbourne Dialysis Clinic,185 Boundary Road Melbourne VIC 3051,0.32
904,Fountain Gate Primary School,Casey Day Procedure and Specialist Centre,30-32 Verdun Drive Casey VIC 3805,1.49
905,Tinternvale Primary School,Ringwood Private Hospital,36 Mcclelland Road Maroondah VIC 3135,1.27
906,Grovedale West Primary School,Epworth Geelong,1 Epworth Place Epworth VIC 3216,1.63
907,Baringa Special School,Maryvale Private Hospital,286 Maryvale Road Latrobe VIC 3840,8.94
908,Naranga Special School,St John of God Frankston Rehabilitation Hospital,251-265 Cranbourne Road Frankston VIC 3199,0.54
909,Kent Park Primary School,The Melbourne Eastern Private Hospital,153-159 Scoresby Road Knox VIC 3155,1.95
910,Deer Park North Primary School,St Albans Endoscopy Centre,328-330 Station Road Brimbank VIC 3021,0.89
911,Rosewood Downs Primary School,The Valley Private Hospital,535-559 Police Road Monash VIC 3170,0.37
912,Mooroopna Park Primary School,Shepparton Private Hospital,20 Fitzgerald Street Fitzgerald VIC 3630,3.89
913,Coburn Primary School,Sydenham Day Surgery,566 Melton Highway Brimbank VIC 3037,10.19
914,Manorvale Primary School,Westpoint Endoscopy Day Hospital,243 Heaths Road Wyndham VIC 3030,2.27
915,Gladstone Views Primary School,Dorset Rehabilitation Centre,146 Derby Street Moreland VIC 3044,3.58
916,Wheelers Hill Primary School,The Victorian Rehabilitation Centre,499 Springvale Road Monash VIC 3150,0.85
917,Ashwood School,Skin Cancer Day Surgery,19 Cleveland Road Monash VIC 3147,0.59
918,Broadmeadows Valley Primary School,Dorset Rehabilitation Centre,146 Derby Street Moreland VIC 3044,3.41
919,Bulleen Heights School,Manningham Day Procedure Centre,503/200 High Street Manningham VIC 3107,1.29
920,Kingston Heath Primary School,Chesterville Day Hospital,28 Chesterville Road Kingston VIC 3192,1.23
921,Andersons Creek Primary School,Donvale Rehabilitation Hospital,1119-1121 Doncaster Road Manningham VIC 3109,3.5
922,Waverley Meadows Primary School,The Victorian Rehabilitation Centre,499 Springvale Road Monash VIC 3150,1.65
923,Kingswood Primary School,Windsor Avenue Day Surgery,17 Windsor Avenue Windsor VIC 3171,2.59
924,Ascot Vale Special School,Essendon Private Clinic,665 Wantirna Road Wantirna VIC 3039,0.9
925,Camelot Rise Primary School,Vermont Private Hospital,645-647 Burwood Hwy Whitehorse VIC 3133,0.79
